Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,United States not seasonaly adjusted,United States seasonaly adjusted
1994-08-31,82.44489109,81.10011533,83.302613829,73.380609719,69.781597175,63.270408017,80.03513405,69.041527332,82.564359296,76.805475947,71.742275481,115.0472125,77.062807435,86.980800037,77.800543757,80.695477923,75.595052391,78.081755901,77.747330113,63.054734846,84.559471912,76.157644861,67.223263117,66.427102457,76.398499231,79.946879879,81.531245943,76.663478332,84.422410928,77.563653948,65.754651645,77.722396725,88.74269553,85.164684573,78.187770423,79.115251896,79.915523825,74.751877094,86.736585024,78.202240561,75.795675127,79.311002371,78.11963262,76.748146331,77.132628593,80.708408202,82.964913224,76.251391381,76.734526787,85.329251899,78.37081101,74.80964776,74.036259020669
1994-07-31,82.497483939,81.025572312,82.899839932,73.033317904,69.900963508,62.979716619,80.070656047,69.328279278,82.634564262,76.745866895,71.668982869,115.17241863,76.906098366,86.712455189,77.55852411,80.413801161,75.362576199,78.033308173,77.773746317,63.072980712,84.853401545,76.021741821,66.952784448,66.421538137,76.373816533,79.66837078,81.212216955,76.266159637,84.034360871,77.380499889,65.866161775,77.6629479,88.142429835,84.920509712,78.388230128,79.095536781,79.726816914,74.3156662,86.94001935,78.263841618,75.696220293,79.012980689,77.766451957,76.748958189,76.44055429,80.718496124,82.906024411,76.138572436,76.414588124,85.000615534,77.954326732,74.762997593,73.934170504319
1994-06-30,82.134588661,80.897282893,82.60958868,72.787676951,69.890715325,62.511280137,79.547291076,69.307838606,82.479044509,76.619538814,71.499316524,115.03649516,76.482389407,86.278506202,77.104078169,80.110807819,75.188820459,77.865065994,77.57609101,62.700483833,84.8205218,75.688982132,66.610387148,66.026537109,75.870799615,79.248961466,80.679848685,75.774689233,83.504336717,76.7387874,65.600435694,77.268006954,87.43771946,84.599333343,77.887391483,79.174943511,79.608269821,73.882641595,86.983260046,78.119991868,75.456235025,78.762346001,77.343404665,76.562663653,75.527695595,80.490735512,82.665975196,75.915688803,75.897739212,84.590348042,77.400237788,74.524182217,73.780646441837
1994-05-31,81.610799641,80.630440287,82.265010218,72.316361163,69.911087072,61.831506793,78.670121527,69.067944843,82.02140261,76.300365048,70.992143065,115.0438512,75.95165299,85.420255908,76.609304418,79.561262831,75.027531582,77.47083139,77.130578403,62.036242345,84.51625577,75.367546076,66.039974724,65.40819243,75.268187959,78.644994648,79.74753306,75.173923992,82.898086575,75.837305035,64.987177844,76.711747793,86.492449852,84.22825908,77.076507772,78.837382241,79.373273401,73.296356196,86.497910343,77.856649705,74.868011621,78.508708715,76.775561467,76.108993993,74.45445711,80.057722833,82.424307518,75.575153412,75.313660304,84.128417493,76.551099381,74.124468096,73.587795546068
1994-04-30,81.004148713,80.115464855,81.76007101,71.545656819,69.919500853,60.915477259,77.820057101,68.849042169,81.463698024,75.790652606,70.374554567,115.13494584,75.508753605,84.1705908,76.044524799,78.746523945,74.993923312,76.989629236,76.50255441,61.294473528,84.156279748,75.127725698,65.085534455,64.931722668,74.78133864,77.880327322,78.469117405,74.5015658,82.200848195,74.981416007,64.325587062,76.082273729,85.427441138,83.747486298,76.476111569,78.023405339,78.875001216,72.509667023,85.703364762,77.521235921,74.240428224,78.041227184,76.1095724,75.74139174,73.094846632,79.522428386,82.324153782,74.783001805,74.712050436,83.591499225,75.53867394,73.634158746,73.332637103246
1994-03-31,80.240709475,79.412176187,81.09459384,70.811459369,69.687573212,59.928051968,77.363437724,68.788380126,81.073539237,75.285174416,69.830289064,115.23486315,75.082286754,82.955041861,75.440482566,78.088928314,75.321945682,76.495529189,75.886751317,60.745339668,83.685967385,75.052596291,64.23341162,64.612309842,74.304228182,77.161103347,77.170816376,74.005589626,81.444995865,74.397955412,63.915137712,75.688340649,84.553737972,83.127632691,76.474218492,77.127633336,78.214651877,71.49348781,85.098639507,77.255772662,73.960400309,77.321763871,75.499743109,75.521123214,71.626114236,79.063988522,82.297167556,73.810207009,74.000519558,82.948824894,74.666527696,73.153511316,73.083568908124
1994-02-28,79.447137721,78.793322296,80.358335636,70.293368621,69.493782947,59.14057418,77.282604021,68.744236402,80.902967009,75.017139646,69.429518291,115.27590486,74.673282093,82.095799087,74.956045191,77.816380952,75.655163613,75.962719991,75.481153603,60.703845455,83.303619256,75.102305609,63.856097923,64.334061373,73.921031216,76.586266215,76.148756022,73.665093779,80.718584986,74.245345319,63.796504775,75.73080824,83.878246347,82.573747295,76.718599605,76.495233364,77.611241752,70.422861898,84.944292237,77.277426283,73.842079159,76.487057688,75.004991519,74.995229985,70.300761891,78.842213005,82.258737876,73.459239567,73.282170257,82.156503844,73.98659709,72.83429943,72.888641727619
1994-01-31,78.89295829,78.519752862,79.682530978,70.042993919,69.733122936,58.775247207,77.58762166,68.667700277,80.915089029,75.007121314,69.425538693,115.14317474,74.606094433,81.608838643,74.715239634,77.638833004,75.317073272,75.497084698,75.185179199,60.862563849,83.254308551,75.258656446,63.618344029,64.083424451,73.667764379,76.148751168,75.576510888,73.41394135,80.114219656,74.544216594,63.900061536,75.951737791,83.166408315,82.200308332,76.762072329,76.268342488,77.301262716,69.55865961,85.126984656,77.702054189,73.730556028,75.72284995,74.596365078,74.577332522,69.307820772,78.746690124,82.215331464,73.395668153,72.759580844,81.264534338,73.368591578,72.754513407,72.75340427577
1993-12-31,78.684065067,78.469166156,79.18297853,69.920920418,70.195752108,58.642872477,78.146700865,68.655310367,81.218199755,75.149581241,69.575767637,114.8256135,74.774417957,81.421179294,74.636062184,77.436113538,74.276905795,75.111789889,74.782616902,60.964135951,83.406708769,75.509863954,63.389167834,63.901753568,73.434375395,75.828117631,75.366828629,73.318358013,79.759890918,75.08649876,64.168072698,76.336768536,82.410490855,82.007763872,76.848164031,76.264247642,77.278265731,68.982227654,85.54709062,78.268153092,73.659642929,75.141311499,74.309227937,74.683199724,68.688348163,78.789232479,82.149733364,72.886806495,72.446397869,80.563693258,72.827069544,72.823306564,72.657927724395
1993-11-30,78.679429687,78.433561776,78.900516389,69.694038735,70.629413949,58.382123634,78.598864912,68.734417105,81.664659451,75.231816222,69.448017741,114.34211038,74.678393603,81.311749195,74.576007663,77.212951819,73.19164742,74.643539358,74.234133647,61.081854843,83.587669054,75.666542859,63.45931072,63.82848644,73.28358816,75.510225549,75.178160744,73.358540698,79.702768334,75.241978962,64.43819773,76.663453761,81.763604556,81.951398092,77.061148707,76.22808295,77.227026657,68.636117961,85.843402621,78.553210288,73.429921947,74.648053596,74.175683516,74.837806957,68.182370998,78.917606774,82.047212702,72.451324676,72.293445035,80.254137706,72.387551919,72.899542887,72.546984421361
1993-10-31,78.706273873,78.316345653,78.840680726,69.332263822,71.101717508,57.957409662,78.866498545,69.017446391,81.943359112,75.219806317,69.28822434,114.03464502,74.303137468,81.097386075,74.743909411,76.92550863,72.64722945,74.211694923,73.835752426,61.125708424,83.685081013,75.596232387,64.413803082,63.824065838,73.193845882,75.293890507,74.752837768,73.153775907,79.792579152,74.616770572,64.527114864,76.711264038,81.338299687,81.917219766,77.190963678,76.258060136,76.973745238,68.320841269,85.855274389,78.545196961,73.124058563,74.228154302,74.067086031,74.767354353,67.511077734,78.902656488,81.971376271,72.638723814,72.127115002,80.358827778,71.989070268,72.977028819,72.453217416364
1993-09-30,78.613144228,78.069828693,78.844779783,68.990279304,71.607777909,57.448201222,79.12803225,69.443557379,81.992495144,75.095343769,69.248753168,113.98394082,73.762312367,80.761728442,74.903213015,76.743465057,72.478963099,74.019547588,73.564826388,61.220340393,83.854781043,75.529434048,65.444887112,63.851802303,73.074420771,75.301461025,74.14516487,72.84803346,79.793657731,73.547140835,64.545375875,76.87400877,80.969083352,81.858970871,77.468572193,76.374873994,76.676443073,67.93166341,85.93007816,78.605578984,72.884701464,73.9592882,73.938806026,74.664685886,66.817925768,78.841792172,82.044117789,72.842899313,71.872049713,80.750750899,71.677564062,73.072642491,72.424641359651
1993-08-31,78.280301472,77.780105712,78.648480949,68.769956173,71.957978723,56.809122434,79.494056912,69.794086292,81.973678065,74.781331152,68.988461458,114.10646146,72.948478817,80.296241131,74.729108376,76.721846154,72.207120906,74.016021942,73.268074213,61.329717552,83.962499527,75.663290046,65.534078117,63.741033931,72.962088095,75.31508861,73.535577465,72.690953315,79.603071055,72.55765011,64.686706711,77.16125301,80.456327752,81.738680692,77.877066105,76.319010852,76.373179483,67.574713423,85.898886491,78.872588148,72.834773596,73.69283309,73.779908202,74.56651296,66.170858839,78.8211176,82.249316955,72.670820465,71.658933657,81.093307794,71.443076367,73.072845846,72.366507460645
1993-07-31,77.686692497,77.435614892,78.235597213,68.563945359,72.247422921,56.096874204,79.749889624,70.048990489,81.995733189,74.723639781,68.942861602,114.4448992,72.146249673,79.677611375,74.522480334,76.635357709,71.648818384,74.046326336,72.828624062,61.299850062,83.983114936,75.916008695,65.612061033,63.515079458,72.777931867,75.138692491,72.924391069,72.544693202,79.297478442,71.91150626,64.728631984,77.197021795,79.939738748,81.623850939,77.955529066,76.071597301,76.018647641,67.159653005,85.677408825,79.091506566,72.914909886,73.324548005,73.422071156,74.529662488,65.316625856,78.840941139,82.4276671,72.372198912,71.365301093,81.089145791,71.04146444,73.015577487,72.272073460288
1993-06-30,76.960832563,76.999014633,77.696901628,68.142907407,72.740387559,55.479381685,79.583891143,70.286138763,81.933979017,74.704874775,69.016494543,114.80553345,71.462604349,78.757257071,74.323929588,76.408690486,70.872443707,73.762043557,72.184374395,61.117830966,84.163748532,76.092951498,65.840902576,63.080735968,72.35953841,74.732338518,72.160951576,72.405249615,78.897043111,71.665101719,64.439709953,76.793805614,79.387311335,81.560381106,77.717355041,75.593061762,75.583135845,66.512280872,85.459308782,79.130217213,72.692563208,72.824923818,72.951340907,74.182927433,64.233702433,78.908996653,82.474089991,72.09593644,70.854789936,80.788474724,70.286857744,72.916884004,72.241827598155
1993-05-31,76.290704001,76.514009583,77.09562237,67.606891847,73.14938591,54.803603521,79.346976901,70.550439869,81.836792497,74.365954321,68.782139206,114.98154203,70.749054388,77.527399655,73.84662196,75.827026805,70.103733392,73.213471991,71.502592178,60.872491212,84.230139624,75.956871782,65.338933496,62.364355962,71.736591522,74.124095857,71.241296561,72.187132326,78.331564639,71.661604835,63.906440089,76.214025949,78.59939059,81.343488028,77.423434241,74.992410582,74.962152319,65.761562705,85.084123574,79.16456689,72.283954348,72.168312165,72.48126848,73.564415833,63.058800285,78.811770523,82.403406299,71.600518969,70.072117847,80.467888076,69.348123804,72.65006575,72.166179765253
1993-04-30,75.795681504,76.108371039,76.520460888,67.234084892,73.338912621,54.049553911,79.35726226,70.670758867,81.788253079,73.90075324,68.39864115,115.19980159,69.956849107,76.340488189,73.124313657,75.017758339,69.534194164,72.74846737,70.90076132,60.58592984,83.899674822,75.589362046,64.706614887,61.781985672,71.04499749,73.471780812,70.339038392,71.736089296,77.612354047,71.460965727,63.493295739,75.931962517,77.586543158,80.992224951,77.236363339,74.41787543,74.2168654,65.097332244,84.732672917,79.322215192,72.014796095,71.458375259,71.880032481,73.0596088,61.868502553,78.401237194,82.211887984,71.146009217,69.041921246,80.165663568,68.529369779,72.3055525,72.005784105286
1993-03-31,75.486727953,75.739764668,76.001396976,67.063155223,73.364484252,53.435585154,79.657720066,70.554098584,81.834344343,73.415931971,67.877842978,115.49302268,69.223884854,75.617946318,72.521293754,74.485621025,69.124525158,72.36893573,70.532486606,60.283835217,83.283276805,75.32770456,63.915232856,61.470143497,70.575832714,72.983314196,69.582353655,71.233191702,76.868671705,70.913672118,63.47580699,75.980412186,76.683108929,80.771146136,77.225434402,73.712357272,73.562341651,64.462977415,84.594354434,79.53246213,71.827709788,70.833238752,71.308982452,72.589493395,60.820220749,77.974845075,81.932711006,70.890855254,68.084110425,79.784994707,67.909587949,71.983243274,71.875260248391
1993-02-28,75.31694305,75.334247324,75.596278157,67.056053443,73.518680195,52.97947233,80.286994467,70.374834614,82.176118052,73.195731258,67.442273995,115.5871262,68.794682412,75.400068858,72.22133556,74.121646523,68.759831938,72.07634624,70.304890109,60.470247831,82.901247914,75.512272367,62.506953013,61.19475999,70.617810417,72.678753615,69.008118402,70.995392036,76.266079776,70.386818387,63.768309002,76.111958809,76.131362685,80.798288962,77.493032635,72.998900947,73.18416972,63.911897851,84.598140977,79.708534056,71.762249966,70.353407491,70.992031456,72.015007222,60.143750642,77.740191891,81.705905939,70.546000856,67.46384163,79.305820074,67.492565565,71.804173795,71.80395779352
1993-01-31,75.203350354,75.124930171,75.413105941,67.155588999,74.167233441,52.617685665,81.236347363,70.389860013,82.738748937,73.371279917,67.346648242,115.49469033,68.647472492,75.396197338,72.04746431,73.976754404,68.44523068,71.981729926,70.177607047,61.286046678,83.176086568,76.205833186,61.615604898,60.981684874,70.818262678,72.550210889,68.57611284,71.060735416,75.839910823,70.102298465,64.264681202,76.446236044,75.879180394,81.005633749,77.975191873,72.782282339,73.14153594,63.612009779,84.688611369,80.021189592,71.869744087,69.967314097,70.925170437,71.651310085,59.774260216,77.744092067,81.618584731,70.394794508,67.097778858,78.753329288,67.27945097,71.936589453,71.882811012355
1992-12-31,75.144776961,75.169524939,75.347397872,67.178005836,75.163090195,52.348517449,82.304346675,70.765679121,83.107774529,73.820306571,67.485981167,115.22176962,68.596684028,75.254744112,72.044910355,73.940626809,68.247041189,72.026665518,70.244125346,62.236538719,83.862636555,77.07624451,61.580047776,60.951825794,70.765838094,72.632724298,68.177483141,71.2451401,75.503608443,70.113958388,64.882770336,76.813322912,75.725430699,81.206206094,78.565020175,73.044289625,73.211695475,63.436206822,85.000019396,80.50730948,72.068733173,69.681527974,70.983236246,71.901437517,59.512780831,78.122839652,81.597533717,70.600640908,66.906724721,78.189573907,67.197994735,72.31622105,72.119240374779
1992-11-30,75.18207917,75.231842255,75.216058597,67.115799469,75.864311794,52.194316582,82.999506272,71.455560547,82.977863185,74.123078992,67.737144906,114.90198773,68.513769434,74.859106749,72.131033498,73.787068841,68.115448329,71.964243803,70.310217887,62.726922007,84.490099931,77.801504789,61.757448445,60.980501827,70.614300088,72.759229216,67.699163515,71.247222095,75.231378587,70.244241285,65.433229387,76.965344963,75.508843057,81.288461794,78.825634684,73.088285196,73.178119935,63.151032801,85.200981815,80.989177959,72.27537214,69.519683807,71.009538541,72.243357913,59.203010588,78.495788139,81.564523522,70.80292483,66.826980943,77.738887611,67.119558864,72.57849456,72.214840079848
1992-10-31,75.294418561,75.154407482,75.02431006,67.134200334,76.265662951,51.922795895,83.207178781,72.167779707,82.511244043,73.997781543,67.938523794,114.76911591,68.409296077,74.365184838,71.994450684,73.642659447,68.007822944,71.690094886,70.131238627,62.737813843,84.824677966,78.212790575,61.743993454,60.877866433,70.488742394,72.794244202,67.121990307,71.118077583,75.034351286,70.053755239,65.77920129,76.911017489,75.306548427,81.2799275,78.569514106,72.863760371,72.986969116,62.705954444,85.029179213,81.2855629,72.320601359,69.341471559,71.011817683,72.178721548,58.711594308,78.530242612,81.631469234,70.575819962,66.590916979,77.473857051,66.939118121,72.58346677,72.053535805267
1992-09-30,75.456386728,74.891988684,74.790315394,67.151813852,76.765285255,51.482657691,83.043815961,72.570202884,82.113381345,73.737560039,67.832048087,114.73319366,68.300498252,73.864878829,71.694213644,73.44463897,67.952953968,71.363375769,69.728152088,62.725528399,84.716594471,78.275047185,61.581249133,60.714643315,70.37419724,72.712935868,66.509582863,71.060311685,74.815031949,69.587812858,65.874563496,76.834372998,75.103433817,81.224094501,78.390310565,72.721865515,72.677237717,62.163674455,84.949641396,81.229197565,72.231436065,69.020440481,71.005305187,71.930763017,58.063706014,78.463705683,81.853657969,70.087708722,66.391631124,77.350531116,66.620659287,72.529776126,71.911736497391
1992-08-31,75.574466522,74.428572342,74.472609093,67.011750826,76.960793464,51.084054153,82.747054508,72.725983652,81.890419321,73.465405236,67.519565953,114.6922669,68.04774136,73.378752888,71.508965076,73.21335352,67.970164617,70.963763647,69.342424288,62.751095286,84.154151488,78.108944474,61.396994584,60.628145782,70.183017317,72.539490852,65.863970829,70.921595054,74.466630444,69.049492509,65.762574292,76.751520513,74.776625891,81.048988268,78.469424966,72.487375537,72.396352173,61.712984701,84.990212768,80.919678546,72.01665005,68.557192277,70.91104476,71.696705102,57.421450628,78.294532583,82.081260273,69.619806062,66.32094097,77.234959212,66.155070702,72.400269995,71.7456494959
1992-07-31,75.531108552,73.923523381,74.055823938,66.770546592,76.925203019,50.71839154,82.69406926,72.938027909,81.971054763,73.152567886,67.176085337,114.69442154,67.596725064,72.863865315,71.353607792,72.931721172,67.90500747,70.41706088,69.123809422,62.699400695,83.47862479,77.89877415,61.246643571,60.571964466,69.905261551,72.445495483,65.185397548,70.541670339,74.031033171,68.505174168,65.631489711,76.645094902,74.4244036,80.756997006,78.526126941,72.088960207,72.254936116,61.441343286,85.045755065,80.67040989,71.670876952,68.023805202,70.636330675,71.431565447,56.914893993,78.040452056,82.189462791,69.218207634,66.041803492,77.048937378,65.656491394,72.198287071,71.511469013698
1992-06-30,75.378323,73.572661566,73.611725515,66.63381752,77.077542346,50.284597784,83.026554194,73.263246638,82.438923762,73.037752404,66.863038245,114.72061294,67.106583156,72.264480535,71.03369832,72.590747097,67.671012969,70.015691472,68.859877116,62.685263278,83.259569099,77.848726631,61.065578751,60.341043894,69.71629771,72.489821298,64.484265592,70.159855682,73.616806512,68.116475921,65.905354936,76.701601271,74.14508478,80.536927151,78.497245202,71.703305897,72.166526278,61.115653705,85.032487794,80.741623527,71.316093748,67.545063091,70.191054311,71.114495077,56.53207978,77.907571775,82.17903323,68.954014249,65.5095146,76.815374663,65.220647296,72.056047878,71.436366663309
1992-05-31,75.199642755,73.343861655,73.323710684,66.608095806,77.416577925,49.876297406,83.54273466,73.537601768,82.986816784,73.108321407,66.604354869,114.77618695,66.619995956,71.657679116,70.765905584,72.347287838,67.276167465,69.928216335,68.468917356,62.764997839,83.718176192,78.070731076,60.807439149,59.975185945,69.609008094,72.56675917,63.741629967,70.030175828,73.30391598,68.007876636,66.67992749,76.841536503,73.93264032,80.448882334,78.542446796,71.353524795,71.916870401,60.6048341,84.786648882,81.156134049,71.010491241,67.22029791,69.763710331,70.838925538,56.123590955,78.017052401,82.084572387,68.691945268,64.784947204,76.496975699,64.838809595,72.005982283,71.565992706332
1992-04-30,74.888866902,73.178738413,73.310043055,66.532843056,77.806672458,49.566146809,84.107905607,73.591055519,83.15176588,73.198774877,66.48225223,114.93851553,66.134025304,71.133973401,70.534300585,72.132740975,66.796136962,69.891771266,68.09367429,62.909057776,84.247203682,78.510707824,60.592223654,59.725610054,69.40737098,72.618237183,62.971177107,70.020828149,73.115456588,67.949515795,67.594837595,76.900165933,73.78558645,80.314846665,78.635584955,71.109662358,71.625876922,60.125678611,84.562535609,81.649150402,70.875486896,67.039925332,69.558751733,70.781482269,55.631001388,78.321917852,81.868282871,68.377004948,64.112152407,75.9840874,64.496375032,72.010574197,71.696238556834
1992-03-31,74.356695097,73.02705194,73.419986642,66.326204135,78.054414798,49.170498352,84.696344789,73.362789502,82.876422454,73.323685215,66.600706135,115.49151908,65.631567852,70.630658759,70.253792596,71.770823969,66.434924374,69.691000721,67.827532732,63.268058508,84.394695497,78.903944893,60.36163989,59.475305136,69.113816972,72.513674234,62.289279289,69.868718666,72.939904968,67.546157432,68.282019101,76.981900573,73.566035447,80.099047477,78.539728016,70.872647249,71.482169869,59.724870562,84.486943601,82.10130083,70.825313529,66.872682266,69.436358135,70.833500946,55.211875746,78.488531287,81.532855705,67.986470317,63.539258203,75.345141434,64.224783658,71.972993641,71.809953539241
1992-02-29,73.733593114,72.797419812,73.403556219,66.133805059,78.241023962,48.56276752,85.01910645,72.981788997,82.714147276,73.350595153,66.850759059,116.63476697,65.091661694,70.088484898,69.778074935,71.289650943,66.203997004,69.300660857,67.700350842,63.564356604,84.298587774,79.006975667,59.912080045,59.135051257,68.85051239,72.259009608,61.793108582,69.488413637,72.666276469,66.746857395,68.368303535,76.964971208,73.156465338,79.908075148,78.280729868,70.447184181,71.357380281,59.253324486,84.285841915,82.472954704,70.683126229,66.550045323,69.308867561,70.592973562,54.876947445,78.269298222,81.336814681,67.549142757,62.936241722,74.888210496,64.018855724,71.822758523,71.752629695831
1992-01-31,73.201805233,72.585623744,73.198816341,66.160417164,78.35617682,47.925491151,84.960408326,72.513898452,82.913417403,73.164020782,66.847910457,117.92205605,64.71727124,69.66037818,69.328384639,70.881564494,66.050204781,68.840388299,67.561216244,63.522760175,83.981974464,78.878144034,59.554392515,58.80974754,68.815321654,71.989438424,61.470052417,69.004284462,72.287614145,65.740143559,67.99662686,76.681542448,72.684360441,79.813079474,78.033542774,70.140851095,71.177164823,58.747225033,84.017786186,82.618086429,70.593904988,66.05724605,69.222211275,70.045850003,54.535116907,77.938261256,81.414594755,67.409654799,62.583089486,74.7391689,63.764672889,71.616337057,71.519417259366
1991-12-31,72.896526324,72.459461732,72.880810837,66.398635722,78.438104307,47.524552535,84.794094696,71.989577394,83.130386109,72.960879018,66.492265632,118.67739599,64.62153026,69.447077949,69.185649963,70.62404335,65.896193478,68.546356583,67.277994248,63.428126418,83.69591741,78.687793249,59.549052226,58.619514766,68.93569251,71.657245162,61.31571654,68.927416712,71.907260251,64.904776113,67.690217352,76.405202569,72.280537154,79.75915057,77.991197447,70.007643968,70.983348856,58.242635443,84.058219837,82.579473597,70.676363525,65.571169668,69.123746627,69.518127995,54.227598542,77.810991832,81.522685552,67.351939595,62.524708472,74.758390695,63.381975474,71.489497876,71.284326106983
1991-11-30,72.893202557,72.303923134,72.532580058,66.462361378,78.55933265,47.383698721,84.841592696,71.568889615,83.084256115,72.86741789,66.154334101,118.5411692,64.658749062,69.327075666,69.147796733,70.436303656,65.809434411,68.422005506,66.855542242,63.381888761,83.534412272,78.658000092,59.600901909,58.608709879,68.887211849,71.234501563,61.250160076,69.20877458,71.593604367,64.452462013,67.781044605,76.209940799,71.906386379,79.631761154,78.023221167,69.641272524,70.832828504,57.75257548,84.117749556,82.42032117,70.781484963,65.251272382,68.992413807,69.275618556,53.976195097,77.759925157,81.472284665,67.058420875,62.404084052,74.767014055,62.95047332,71.42099409,71.072801865525
1991-10-31,73.121478134,72.100145455,72.133177757,66.034945191,78.604328286,47.291054507,85.167313294,71.360450369,82.824946046,72.682632327,66.030436987,117.9412251,64.64060099,69.128706078,69.008209604,70.218655503,65.921698708,68.221869488,66.410840596,63.432144393,83.275035092,78.891368369,59.47880926,58.606811493,68.669668389,70.828108905,61.05295531,69.197294154,71.355549295,64.28638683,68.238916749,76.073332624,71.554634697,79.407975911,78.052769337,69.183493827,70.65704447,57.37676135,83.841231961,82.225340949,70.625851042,65.0797011,68.852913337,69.292188462,53.701748177,77.609414679,81.364515434,66.688087572,62.108839679,74.683707466,62.593456132,71.308770195,70.809644581242
1991-09-30,73.378315019,71.947637089,71.667335096,65.44729668,78.534262693,47.101666262,85.563486624,71.364170513,82.714680613,72.467253378,66.022122178,117.53880625,64.421610559,68.739602975,68.865133407,70.01265146,66.070434645,67.924666191,66.047111171,63.607876791,83.162156763,79.186562634,59.318882715,58.54328701,68.515613468,70.499578691,60.612766184,68.922973818,71.231812516,64.268253351,68.781454371,76.129473101,71.205471362,79.138361026,78.226339393,68.950559085,70.311209338,57.139335517,83.504283893,82.190620415,70.210230305,65.018937419,68.742794513,69.33401634,53.398795051,77.438542815,81.310048775,66.365594914,61.966570543,74.535518329,62.306088725,71.188981485,70.606121543343
1991-08-31,73.388971141,71.838847181,71.310692144,65.161986679,78.727334894,46.895316286,85.89970223,71.546903104,82.872787518,72.52295997,66.118517116,117.3459162,64.093599196,68.147478623,68.780177623,69.920305195,66.049585525,67.777044543,65.816727953,63.847195418,83.296319861,79.373974346,59.165618812,58.505395742,68.393707693,70.242684053,60.049716423,68.796533785,71.157934457,64.257680397,69.247045124,76.355054245,70.817490763,78.911138088,78.355761933,68.954505242,69.903745191,56.914743598,83.489769743,82.433392349,69.882004068,65.05131088,68.670518628,69.375190439,53.156848853,77.515802279,81.393415014,66.248903173,62.022336048,74.350169433,62.00036865,71.202282426,70.582727516405
1991-07-31,72.976618651,71.762722088,71.166888012,65.213471798,79.059941867,46.675486401,86.14034057,71.837131672,82.956732413,72.764708868,66.291446067,116.95503303,63.792189048,67.499418397,68.626591005,69.844844153,65.92531275,67.86391507,65.727554428,64.13180999,83.357799686,79.504887721,59.038710351,58.501840509,68.255462978,70.0892039,59.500453404,68.819804334,71.060825541,64.194026053,69.706766948,76.486758508,70.514651593,78.840159,78.454085462,69.007939478,69.687030959,56.557733623,83.643841933,82.870029402,69.779529911,65.071511636,68.648860644,69.466620643,53.045075552,77.782373776,81.659749144,66.188995191,61.916667152,74.143321362,61.658680108,71.28053458,70.627411950115
1991-06-30,72.201241974,71.679918714,71.089167101,65.248398742,79.116221657,46.461935604,86.293931212,72.116374234,82.825413154,72.861213722,66.39153531,116.26207685,63.454349648,66.927397862,68.403653288,69.653279311,65.799605976,67.988667238,65.536684586,64.328644131,83.299378578,79.638718318,58.924496438,58.395880399,68.242478645,70.004082983,58.960516206,68.825000265,70.966756716,64.026874244,70.217627277,76.407142053,70.330984822,78.925548235,78.317496095,68.916050636,69.620213558,56.112198965,83.658511493,83.397514155,69.769182081,64.977252028,68.632097802,69.468583787,53.035925624,77.824993877,82.014410918,65.844663607,61.478034927,73.855134754,61.317336177,71.228421405,70.646518767957
1991-05-31,71.275068104,71.486858113,71.012528846,65.08261722,79.09903738,46.256385519,86.577048711,72.212351408,82.627466136,72.69381631,66.358969835,115.49834316,63.011294239,66.379522387,68.211962999,69.326888286,65.614192235,67.906431561,64.965512605,64.496041652,83.268645078,79.727928504,58.726906812,58.229355538,68.233749351,69.940405224,58.396228439,68.75893791,70.884343924,63.777384029,70.745405503,76.298761172,70.128329238,78.986855068,78.013734807,68.63015441,69.35897464,55.629953735,83.329302202,84.018667259,69.689827685,64.696724915,68.586478993,69.272955554,52.941091155,77.683202511,82.345297734,65.384195741,60.919040763,73.433730036,60.955585024,71.075603532,70.654588742848
1991-04-30,70.393520407,71.180650994,70.987917876,64.879886941,79.094655223,46.042629807,87.053551975,72.075973537,82.454226935,72.506283237,66.301793625,114.84160816,62.581386003,65.90618408,68.005639517,68.990654479,65.358828931,67.595829132,64.075749802,64.806632468,83.121542586,79.734547511,58.403871063,58.118019839,68.097593535,69.92644876,57.830200877,68.651176101,70.756804007,63.509759499,71.274781497,76.471120103,69.895173711,78.947477637,77.951269905,68.333141027,68.896601107,55.093263322,82.803062221,84.822782582,69.551743417,64.235229304,68.547614458,69.014033718,52.663108923,77.603004729,82.613574646,64.941993704,60.419918232,72.913674356,60.526426224,70.923270574,70.604861390747
1991-03-31,69.68026283,70.810397435,71.01835571,64.755673013,79.106314912,45.827970423,87.432112372,71.8813545,82.342180292,72.471122095,66.256704913,114.4916602,62.369744322,65.600206946,67.685352112,68.798806318,65.072846812,67.16995538,63.103931858,65.143229469,82.701207924,79.758584609,58.004367658,58.006188018,67.931065162,69.948701761,57.369487461,68.42516106,70.535893798,63.281341101,71.915038336,76.762795251,69.725969067,78.801748513,78.127526632,67.997537627,68.453035628,54.589700597,82.542522012,85.754582639,69.403027104,63.704770843,68.501720202,68.701235357,52.209344423,77.510125715,82.852440777,64.48680621,59.989466254,72.3504265,60.029021848,70.78629389,70.585622908442
